ds,y
2015-05-21,3810
2015-05-21,3764
2015-05-21,2290
2015-05-21,1640
2015-05-21,1097
2015-05-21,841
2015-05-21,604
2015-05-22,357
2015-05-22,189
2015-05-22,94
2015-05-22,84
2015-05-22,68
2015-05-22,147
2015-05-22,632
2015-05-22,1970
2015-05-22,3966
2015-05-22,2311
2015-05-22,1283
2015-05-22,1224
2015-05-22,1588
2015-05-22,1592
2015-05-22,1480
2015-05-22,1709
2015-05-22,2309
2015-05-22,3545
2015-05-22,3016
2015-05-22,1994
2015-05-22,1331
2015-05-22,987
2015-05-22,801
2015-05-22,758
2015-05-23,614
2015-05-23,472
2015-05-23,274
2015-05-23,249
2015-05-23,122
2015-05-23,146
2015-05-23,130
2015-05-23,291
2015-05-23,580
2015-05-23,1075
2015-05-23,1503
2015-05-23,1863
2015-05-23,1586
2015-05-23,924
2015-05-23,1532
2015-05-23,1823
2015-05-23,2031
2015-05-23,1930
2015-05-23,1911
2015-05-23,1616
2015-05-23,1210
2015-05-23,767
2015-05-23,607
2015-05-23,593
2015-05-24,578
2015-05-24,428
2015-05-24,343
2015-05-24,250
2015-05-24,186
2015-05-24,135
2015-05-24,127
2015-05-24,217
2015-05-24,392
2015-05-24,962
2015-05-24,1637
2015-05-24,2176
2015-05-24,2488
2015-05-24,2773
2015-05-24,2899
2015-05-24,2205
2015-05-24,1964
2015-05-24,2119
2015-05-24,2083
2015-05-24,2036
2015-05-24,1510
2015-05-24,942
2015-05-24,823
2015-05-24,745
2015-05-25,588
2015-05-25,351
2015-05-25,221
2015-05-25,184
2015-05-25,127
2015-05-25,129
2015-05-25,151
2015-05-25,252
2015-05-25,539
2015-05-25,1029
2015-05-25,1408
2015-05-25,1956
2015-05-25,2489
2015-05-25,2733
2015-05-25,2738
2015-05-25,2799
2015-05-25,2582
2015-05-25,2554
2015-05-25,2191
2015-05-25,1597
2015-05-25,1100
2015-05-25,720
2015-05-25,600
2015-05-25,464
2015-05-26,252
2015-05-26,140
2015-05-26,76
2015-05-26,63
2015-05-26,64
2015-05-26,120
2015-05-26,625
2015-05-26,1941
2015-05-26,3972
2015-05-26,1958
2015-05-26,1207
2015-05-26,1210
2015-05-26,1566
2015-05-26,1575
2015-05-26,1622
2015-05-26,1804
2015-05-26,2206
2015-05-26,4018
2015-05-26,3960
2015-05-26,2521
2015-05-26,1637
2015-05-26,1127
2015-05-26,708
2015-05-26,437
2015-05-27,222
2015-05-27,120
2015-05-27,99
2015-05-27,72
2015-05-27,57
2015-05-27,118
2015-05-27,735
2015-05-27,2279
2015-05-27,4348
2015-05-27,2330
2015-05-27,1202
2015-05-27,1248
2015-05-27,1548
2015-05-27,1659
2015-05-27,1693
2015-05-27,1919
2015-05-27,2443
2015-05-27,4118
2015-05-27,4010
2015-05-27,2404
2015-05-27,1496
2015-05-27,990
2015-05-27,792
2015-05-27,505
2015-05-28,237
2015-05-28,146
2015-05-28,82
2015-05-28,63
2015-05-28,47
2015-05-28,126
2015-05-28,699
2015-05-28,2128
2015-05-28,4302
2015-05-28,2266
2015-05-28,1270
2015-05-28,1206
2015-05-28,1562
2015-05-28,1615
2015-05-28,1485
2015-05-28,1623
2015-05-28,2057
2015-05-28,3630
2015-05-28,3580
2015-05-28,2332
2015-05-28,1517
2015-05-28,1054
2015-05-28,771
2015-05-28,589
2015-05-29,350
2015-05-29,258
2015-05-29,151
2015-05-29,79
2015-05-29,83
2015-05-29,121
2015-05-29,578
2015-05-29,1845
2015-05-29,3904
2015-05-29,2077
2015-05-29,717
2015-05-29,367
2015-05-29,429
2015-05-29,800
2015-05-29,940
2015-05-29,1145
2015-05-29,1590
2015-05-29,2867
2015-05-29,2737
2015-05-29,1775
2015-05-29,1190
2015-05-29,783
2015-05-29,671
2015-05-29,566
2015-05-30,468
2015-05-30,373
2015-05-30,258
2015-05-30,188
2015-05-30,119
2015-05-30,107
2015-05-30,121
2015-05-30,287
2015-05-30,574
2015-05-30,1031
2015-05-30,1525
2015-05-30,1809
2015-05-30,2217
2015-05-30,2517
2015-05-30,2579
2015-05-30,2715
2015-05-30,2707
2015-05-30,2547
2015-05-30,2073
2015-05-30,1654
2015-05-30,1166
2015-05-30,812
2015-05-30,723
2015-05-30,636
2015-05-31,601
2015-05-31,345
2015-05-31,240
2015-05-31,167
2015-05-31,79
2015-05-31,56
2015-05-31,81
2015-05-31,151
2015-05-31,272
2015-05-31,549
2015-05-31,551
2015-05-31,783
2015-05-31,909
2015-05-31,695
2015-05-31,1042
2015-05-31,1219
2015-05-31,1337
2015-05-31,1372
2015-05-31,1302
2015-05-31,1082
2015-05-31,821
2015-05-31,581
2015-05-31,448
2015-05-31,315
2015-06-01,226
2015-06-01,114
2015-06-01,65
2015-06-01,34
2015-06-01,51
2015-06-01,139
2015-06-01,625
2015-06-01,2190
2015-06-01,4183
2015-06-01,2077
2015-06-01,904
2015-06-01,894
2015-06-01,1165
2015-06-01,1204
2015-06-01,1061
2015-06-01,1136
2015-06-01,1645
2015-06-01,2764
2015-06-01,3273
2015-06-01,1868
2015-06-01,1053
2015-06-01,591
2015-06-01,363
2015-06-01,239
2015-06-02,153
2015-06-02,67
2015-06-02,51
2015-06-02,38
2015-06-02,57
2015-06-02,113
2015-06-02,604
2015-06-02,1830
2015-06-02,3700
2015-06-02,1991
2015-06-02,916
2015-06-02,807
2015-06-02,968
2015-06-02,906
2015-06-02,915
2015-06-02,1081
2015-06-02,1550
2015-06-02,3419
2015-06-02,3474
2015-06-02,2088
2015-06-02,1349
2015-06-02,869
2015-06-02,620
2015-06-02,373
2015-06-03,202
2015-06-03,138
2015-06-03,55
2015-06-03,53
2015-06-03,38
2015-06-03,135
2015-06-03,735
2015-06-03,2380
2015-06-03,4607
2015-06-03,2404
2015-06-03,1137
2015-06-03,1058
2015-06-03,1462
2015-06-03,1458
2015-06-03,1437
2015-06-03,1498
2015-06-03,2135
2015-06-03,3891
2015-06-03,4096
2015-06-03,2558
2015-06-03,1576
2015-06-03,1114
2015-06-03,698
2015-06-03,512
2015-06-04,291
2015-06-04,169
2015-06-04,139
2015-06-04,81
2015-06-04,70
2015-06-04,132
2015-06-04,728
2015-06-04,2488
2015-06-04,4581
2015-06-04,2447
2015-06-04,1227
2015-06-04,1272
2015-06-04,1695
2015-06-04,1734
2015-06-04,1676
2015-06-04,1908
2015-06-04,2584
2015-06-04,4322
2015-06-04,4365
2015-06-04,2782
2015-06-04,1900
2015-06-04,1313
2015-06-04,875
2015-06-04,672
2015-06-05,398
2015-06-05,199
2015-06-05,190
2015-06-05,473
2015-06-05,1935
2015-06-05,3793
2015-06-05,2335
2015-06-05,1259
2015-06-05,1138
2015-06-05,1568
2015-06-05,1700
2015-06-05,1558
2015-06-05,1877
2015-06-05,2529
2015-06-05,3995
2015-06-05,3411
2015-06-05,2207
2015-06-05,1531
2015-06-05,1077
2015-06-05,729
2015-06-05,661
2015-06-06,515
2015-06-06,379
2015-06-06,225
2015-06-06,169
2015-06-06,119
2015-06-06,92
2015-06-06,151
2015-06-06,314
2015-06-06,699
2015-06-06,1172
2015-06-06,1675
2015-06-06,2066
2015-06-06,2459
2015-06-06,2742
2015-06-06,2891
2015-06-06,2969
2015-06-06,2945
2015-06-06,2850
2015-06-06,2685
2015-06-06,1889
2015-06-06,1139
2015-06-06,904
2015-06-06,921
2015-06-06,850
2015-06-07,696
2015-06-07,519
2015-06-07,381
2015-06-07,272
2015-06-07,150
2015-06-07,115
2015-06-07,144
2015-06-07,232
2015-06-07,454
2015-06-07,1001
2015-06-07,1533
2015-06-07,2255
2015-06-07,2778
2015-06-07,3068
2015-06-07,3248
2015-06-07,3307
2015-06-07,3196
2015-06-07,3027
2015-06-07,2870
2015-06-07,2294
2015-06-07,1772
2015-06-07,1062
2015-06-07,634
2015-06-07,399
2015-06-08,278
2015-06-08,171
2015-06-08,102
2015-06-08,43
2015-06-08,55
2015-06-08,138
2015-06-08,675
2015-06-08,2267
2015-06-08,4507
2015-06-08,2323
2015-06-08,1132
2015-06-08,1053
2015-06-08,1323
2015-06-08,1346
2015-06-08,1324
2015-06-08,1387
2015-06-08,1930
2015-06-08,3721
2015-06-08,3492
2015-06-08,2133
2015-06-08,1349
2015-06-08,909
2015-06-08,575
2015-06-08,354
2015-06-09,205
2015-06-09,123
2015-06-09,104
2015-06-09,44
2015-06-09,37
2015-06-09,132
2015-06-09,792
2015-06-09,2460
2015-06-09,4615
2015-06-09,2347
2015-06-09,1130
2015-06-09,1059
2015-06-09,1333
2015-06-09,1306
2015-06-09,1217
2015-06-09,1295
2015-06-09,2035
2015-06-09,3739
2015-06-09,3823
2015-06-09,2133
2015-06-09,1362
2015-06-09,971
2015-06-09,598
2015-06-09,395
2015-06-10,209
2015-06-10,95
2015-06-10,73
2015-06-10,45
2015-06-10,55
2015-06-10,138
2015-06-10,700
2015-06-10,2375
2015-06-10,4694
2015-06-10,2313
2015-06-10,1164
2015-06-10,1081
2015-06-10,1497
2015-06-10,1398
2015-06-10,1339
2015-06-10,1593
2015-06-10,2083
2015-06-10,4091
2015-06-10,4177
2015-06-10,2558
2015-06-10,1681
2015-06-10,1075
2015-06-10,789
2015-06-10,484
2015-06-11,301
2015-06-11,161
2015-06-11,86
2015-06-11,61
2015-06-11,58
2015-06-11,136
2015-06-11,719
2015-06-11,2488
2015-06-11,4723
2015-06-11,2546
2015-06-11,1318
2015-06-11,1244
2015-06-11,1663
2015-06-11,1635
2015-06-11,1705
2015-06-11,1796
2015-06-11,2438
2015-06-11,4204
2015-06-11,4183
2015-06-11,2632
2015-06-11,1790
2015-06-11,1321
2015-06-11,987
2015-06-11,613
2015-06-12,351
2015-06-12,214
2015-06-12,133
2015-06-12,96
2015-06-12,93
2015-06-12,147
2015-06-12,664
2015-06-12,2093
2015-06-12,4212
2015-06-12,2489
2015-06-12,1327
2015-06-12,1415
2015-06-12,1676
2015-06-12,1710
2015-06-12,1675
2015-06-12,1805
2015-06-12,2407
2015-06-12,3787
2015-06-12,3263
2015-06-12,2178
2015-06-12,991
2015-06-12,873
2015-06-12,826
2015-06-12,747
2015-06-13,633
2015-06-13,486
2015-06-13,282
2015-06-13,212
2015-06-13,164
2015-06-13,109
2015-06-13,134
2015-06-13,281
2015-06-13,555
2015-06-13,1051
2015-06-13,1411
2015-06-13,1797
2015-06-13,1891
2015-06-13,2332
2015-06-13,2507
2015-06-13,2491
2015-06-13,2641
2015-06-13,2623
2015-06-13,2324
2015-06-13,1998
2015-06-13,1485
2015-06-13,1028
2015-06-13,927
2015-06-13,936
2015-06-14,745
2015-06-14,601
2015-06-14,405
2015-06-14,288
2015-06-14,191
2015-06-14,148
2015-06-14,166
2015-06-14,250
2015-06-14,417
2015-06-14,613
2015-06-14,851
2015-06-14,1219
2015-06-14,1554
2015-06-14,1937
2015-06-14,2266
2015-06-14,2394
2015-06-14,2567
2015-06-14,2344
2015-06-14,2024
2015-06-14,1451
2015-06-14,1116
2015-06-14,678
2015-06-14,597
2015-06-14,413
2015-06-15,225
2015-06-15,137
2015-06-15,66
2015-06-15,46
2015-06-15,42
2015-06-15,119
2015-06-15,665
2015-06-15,2161
2015-06-15,4447
2015-06-15,2135
2015-06-15,1064
2015-06-15,1197
2015-06-15,1406
2015-06-15,1513
2015-06-15,1446
2015-06-15,1588
2015-06-15,2170
2015-06-15,4137
2015-06-15,4050
2015-06-15,2314
2015-06-15,1607
2015-06-15,981
2015-06-15,619
2015-06-15,423
2015-06-16,237
2015-06-16,161
2015-06-16,98
2015-06-16,63
2015-06-16,59
2015-06-16,129
2015-06-16,764
2015-06-16,2476
2015-06-16,4749
2015-06-16,2326
2015-06-16,1205
2015-06-16,1168
2015-06-16,1617
2015-06-16,1588
2015-06-16,1426
2015-06-16,1741
2015-06-16,2378
2015-06-16,4209
2015-06-16,4298
2015-06-16,2750
2015-06-16,1837
2015-06-16,1286
2015-06-16,852
2015-06-16,506
2015-06-17,333
2015-06-17,164
2015-06-17,120
2015-06-17,50
2015-06-17,85
2015-06-17,160
2015-06-17,750
2015-06-17,2530
2015-06-17,4803
2015-06-17,2364
2015-06-17,1193
2015-06-17,1192
2015-06-17,1443
2015-06-17,1627
2015-06-17,1511
2015-06-17,1714
2015-06-17,2388
2015-06-17,4274
2015-06-17,4328
2015-06-17,2790
2015-06-17,1824
2015-06-17,1298
2015-06-17,918
2015-06-17,732
2015-06-18,353
2015-06-18,198
2015-06-18,126
2015-06-18,79
2015-06-18,58
2015-06-18,132
2015-06-18,742
2015-06-18,2392
2015-06-18,4622
2015-06-18,2416
2015-06-18,1298
2015-06-18,1265
2015-06-18,1734
2015-06-18,1710
2015-06-18,1663
2015-06-18,1806
2015-06-18,2428
2015-06-18,4094
2015-06-18,4000
2015-06-18,2448
2015-06-18,1743
2015-06-18,1357
2015-06-18,1167
2015-06-18,856
2015-06-19,434
2015-06-19,237
2015-06-19,190
2015-06-19,132
2015-06-19,82
2015-06-19,145
2015-06-19,660
2015-06-19,2140
2015-06-19,4137
2015-06-19,2330
2015-06-19,1200
2015-06-19,1170
2015-06-19,1741
2015-06-19,1673
2015-06-19,1163
2015-06-19,1802
2015-06-19,2454
2015-06-19,3934
2015-06-19,3444
2015-06-19,2258
2015-06-19,1618
2015-06-19,1188
2015-06-19,1024
2015-06-19,810
2015-06-20,695
2015-06-20,456
2015-06-20,365
2015-06-20,225
2015-06-20,164
2015-06-20,142
2015-06-20,165
2015-06-20,302
2015-06-20,600
2015-06-20,1003
2015-06-20,1571
2015-06-20,1915
2015-06-20,2186
2015-06-20,2129
2015-06-20,2338
2015-06-20,2509
2015-06-20,2533
2015-06-20,1493
2015-06-20,1039
2015-06-20,1120
2015-06-20,982
2015-06-20,719
2015-06-20,852
2015-06-20,792
2015-06-21,677
2015-06-21,443
2015-06-21,354
2015-06-21,276
2015-06-21,204
2015-06-21,153
2015-06-21,147
2015-06-21,164
2015-06-21,370
2015-06-21,802
2015-06-21,1404
2015-06-21,1886
2015-06-21,2306
2015-06-21,2679
2015-06-21,2861
2015-06-21,2777
2015-06-21,2836
2015-06-21,2509
2015-06-21,2239
2015-06-21,1780
2015-06-21,1393
2015-06-21,912
2015-06-21,804
2015-06-21,417
2015-06-22,260
2015-06-22,130
2015-06-22,57
2015-06-22,31
2015-06-22,26
2015-06-22,106
2015-06-22,525
2015-06-22,1691
2015-06-22,3867
2015-06-22,2145
2015-06-22,872
2015-06-22,513
2015-06-22,677
2015-06-22,1058
2015-06-22,1046
2015-06-22,1327
2015-06-22,1961
2015-06-22,3840
2015-06-22,3769
2015-06-22,2356
2015-06-22,1354
2015-06-22,894
2015-06-22,645
2015-06-22,407
2015-06-23,232
2015-06-23,133
2015-06-23,68
2015-06-23,55
2015-06-23,82
2015-06-23,144
2015-06-23,778
2015-06-23,2484
2015-06-23,4685
2015-06-23,2265
2015-06-23,1132
2015-06-23,1205
2015-06-23,1487
2015-06-23,1544
2015-06-23,1540
2015-06-23,1696
2015-06-23,2295
2015-06-23,4102
2015-06-23,4252
2015-06-23,2702
2015-06-23,1730
2015-06-23,1296
2015-06-23,943
2015-06-23,622
2015-06-24,331
2015-06-24,228
2015-06-24,120
2015-06-24,62
2015-06-24,60
2015-06-24,164
2015-06-24,733
2015-06-24,2499
2015-06-24,4568
2015-06-24,2429
2015-06-24,1287
2015-06-24,1350
2015-06-24,1737
2015-06-24,1732
2015-06-24,1618
2015-06-24,1775
2015-06-24,2414
2015-06-24,4263
2015-06-24,4215
2015-06-24,2519
2015-06-24,1762
2015-06-24,1300
2015-06-24,1074
2015-06-24,700
2015-06-25,113
2015-06-25,150
2015-06-25,110
2015-06-25,99
2015-06-25,77
2015-06-25,131
2015-06-25,743
2015-06-25,2443
2015-06-25,4543
2015-06-25,2503
2015-06-25,1339
2015-06-25,1284
2015-06-25,1690
2015-06-25,1575
2015-06-25,1607
2015-06-25,1842
2015-06-25,2419
2015-06-25,4002
2015-06-25,4092
2015-06-25,2678
2015-06-25,1951
2015-06-25,1349
2015-06-25,1144
2015-06-25,789
2015-06-26,481
2015-06-26,255
2015-06-26,212
2015-06-26,79
2015-06-26,86
2015-06-26,138
2015-06-26,648
2015-06-26,2007
2015-06-26,4009
2015-06-26,2266
2015-06-26,1377
2015-06-26,1372
2015-06-26,1770
2015-06-26,1953
2015-06-26,1880
2015-06-26,2029
2015-06-26,2598
2015-06-26,3807
2015-06-26,3312
2015-06-26,2198
2015-06-26,1505
2015-06-26,1116
2015-06-26,1041
2015-06-26,880
2015-06-27,696
2015-06-27,488
2015-06-27,337
2015-06-27,219
2015-06-27,138
2015-06-27,125
2015-06-27,157
2015-06-27,357
2015-06-27,628
2015-06-27,1214
2015-06-27,1626
2015-06-27,2215
2015-06-27,2656
2015-06-27,2896
2015-06-27,2964
2015-06-27,3172
2015-06-27,3115
2015-06-27,3116
2015-06-27,2809
2015-06-27,2219
2015-06-27,1850
2015-06-27,1357
2015-06-27,1161
2015-06-27,1066
2015-06-28,889
2015-06-28,685
2015-06-28,441
2015-06-28,338
2015-06-28,217
2015-06-28,163
2015-06-28,173
2015-06-28,224
2015-06-28,428
2015-06-28,912
2015-06-28,1472
2015-06-28,1843
2015-06-28,1407
2015-06-28,818
2015-06-28,1628
2015-06-28,2050
2015-06-28,2237
2015-06-28,2506
2015-06-28,2085
2015-06-28,1695
2015-06-28,1391
2015-06-28,929
2015-06-28,680
2015-06-28,495
2015-06-29,338
2015-06-29,162
2015-06-29,78
2015-06-29,62
2015-06-29,55
2015-06-29,154
2015-06-29,725
2015-06-29,2152
2015-06-29,4393
2015-06-29,2250
2015-06-29,1219
2015-06-29,1304
2015-06-29,1562
2015-06-29,1622
2015-06-29,1589
2015-06-29,1757
2015-06-29,2546
2015-06-29,4464
2015-06-29,4727
2015-06-29,2949
2015-06-29,2025
2015-06-29,1412
2015-06-29,923
2015-06-29,614
2015-06-30,337
2015-06-30,183
2015-06-30,101
2015-06-30,65
2015-06-30,58
2015-06-30,167
2015-06-30,840
2015-06-30,2772
2015-06-30,4829
2015-06-30,2496
2015-06-30,1445
2015-06-30,1325
2015-06-30,1657
2015-06-30,1845
2015-06-30,1783
2015-06-30,2031
2015-06-30,2720
2015-06-30,4657
2015-06-30,4930
2015-06-30,3218
2015-06-30,2334
2015-06-30,1591
2015-06-30,1233
2015-06-30,709
2015-07-01,413
2015-07-01,218
2015-07-01,138
2015-07-01,74
2015-07-01,71
2015-07-01,168
2015-07-01,883
2015-07-01,2736
2015-07-01,4779
2015-07-01,2543
2015-07-01,1299
2015-07-01,1374
2015-07-01,1654
2015-07-01,1753
2015-07-01,1710
2015-07-01,1904
2015-07-01,2575
2015-07-01,4617
2015-07-01,4604
2015-07-01,2883
2015-07-01,2061
2015-07-01,1859
2015-07-01,1376
2015-07-01,949
2015-07-02,140
2015-07-02,48
2015-07-02,100
2015-07-02,114
2015-07-02,105
2015-07-02,158
2015-07-02,779
2015-07-02,2572
2015-07-02,4641
2015-07-02,2469
2015-07-02,1295
2015-07-02,918
2015-07-02,1510
2015-07-02,1614
2015-07-02,1594
2015-07-02,1759
2015-07-02,2412
2015-07-02,4193
2015-07-02,4084
2015-07-02,2605
2015-07-02,1888
2015-07-02,1453
2015-07-02,1026
2015-07-02,785
2015-07-03,159
2015-07-03,279
2015-07-03,173
2015-07-03,121
2015-07-03,106
2015-07-03,157
2015-07-03,668
2015-07-03,2226
2015-07-03,4412
2015-07-03,2515
2015-07-03,1453
2015-07-03,1545
2015-07-03,1911
2015-07-03,1960
2015-07-03,2000
2015-07-03,2080
2015-07-03,2757
2015-07-03,4191
2015-07-03,3656
2015-07-03,2388
2015-07-03,1787
2015-07-03,1335
2015-07-03,1020
2015-07-03,712
2015-07-04,376
2015-07-04,375
2015-07-04,278
2015-07-04,202
2015-07-04,148
2015-07-04,114
2015-07-04,150
2015-07-04,353
2015-07-04,701
2015-07-04,1178
2015-07-04,1823
2015-07-04,2381
2015-07-04,2848
2015-07-04,3184
2015-07-04,3272
2015-07-04,3219
2015-07-04,3236
2015-07-04,3391
2015-07-04,2876
2015-07-04,2429
2015-07-04,2061
2015-07-04,1450
2015-07-04,1180
2015-07-04,1058
2015-07-05,907
2015-07-05,670
2015-07-05,531
2015-07-05,372
2015-07-05,217
2015-07-05,120
2015-07-05,236
2015-07-05,260
2015-07-05,303
2015-07-05,465
2015-07-05,745
2015-07-05,1345
2015-07-05,1781
2015-07-05,2193
2015-07-05,2550
2015-07-05,2909
2015-07-05,2990
2015-07-05,2771
2015-07-05,2524
2015-07-05,1956
2015-07-05,1506
2015-07-05,1021
2015-07-05,755
2015-07-05,589
2015-07-06,401
2015-07-06,167
2015-07-06,94
2015-07-06,70
2015-07-06,56
2015-07-06,158
2015-07-06,746
2015-07-06,2364
2015-07-06,4549
2015-07-06,2251
2015-07-06,1259
2015-07-06,1272
2015-07-06,1536
2015-07-06,1619
2015-07-06,1482
2015-07-06,1813
2015-07-06,2469
2015-07-06,4501
2015-07-06,4470
2015-07-06,2845
2015-07-06,1839
2015-07-06,1270
2015-07-06,800
2015-07-06,589
2015-07-07,322
2015-07-07,187
2015-07-07,129
2015-07-07,68
2015-07-07,49
2015-07-07,159
2015-07-07,798
2015-07-07,2589
2015-07-07,4867
2015-07-07,2309
2015-07-07,1217
2015-07-07,1085
2015-07-07,1437
2015-07-07,1492
2015-07-07,1454
2015-07-07,1682
2015-07-07,2344
2015-07-07,4351
2015-07-07,4346
2015-07-07,2709
2015-07-07,1768
2015-07-07,1150
2015-07-07,832
2015-07-07,564
2015-07-08,345
2015-07-08,156
2015-07-08,88
2015-07-08,49
2015-07-08,50
2015-07-08,101
2015-07-08,716
2015-07-08,2471
2015-07-08,4702
2015-07-08,2457
2015-07-08,1242
2015-07-08,1209
2015-07-08,1346
2015-07-08,1289
2015-07-08,1451
2015-07-08,1749
2015-07-08,2839
2015-07-08,5560
2015-07-08,4721
2015-07-08,3313
2015-07-08,2243
2015-07-08,1614
2015-07-08,1143
2015-07-08,849
2015-07-09,400
2015-07-09,212
2015-07-09,111
2015-07-09,81
2015-07-09,76
2015-07-09,269
2015-07-09,1724
2015-07-09,5309
2015-07-09,7531
2015-07-09,4832
2015-07-09,2760
2015-07-09,2627
2015-07-09,2778
2015-07-09,3109
2015-07-09,3231
2015-07-09,4076
2015-07-09,6033
2015-07-09,7860
2015-07-09,6913
2015-07-09,4654
2015-07-09,3156
2015-07-09,2179
2015-07-09,1545
2015-07-09,1038
2015-07-10,582
2015-07-10,271
2015-07-10,153
2015-07-10,74
2015-07-10,69
2015-07-10,132
2015-07-10,718
2015-07-10,2394
2015-07-10,4496
2015-07-10,2640
2015-07-10,1606
2015-07-10,1623
2015-07-10,2098
2015-07-10,2088
2015-07-10,2188
2015-07-10,2391
2015-07-10,3122
2015-07-10,4453
2015-07-10,3836
2015-07-10,2728
2015-07-10,1776
2015-07-10,1419
2015-07-10,1065
2015-07-10,857
2015-07-11,982
2015-07-11,686
2015-07-11,486
2015-07-11,313
2015-07-11,148
2015-07-11,122
2015-07-11,222
2015-07-11,359
2015-07-11,735
2015-07-11,1237
2015-07-11,2019
2015-07-11,2511
2015-07-11,3211
2015-07-11,3232
2015-07-11,3519
2015-07-11,3708
2015-07-11,3693
2015-07-11,3418
2015-07-11,3193
2015-07-11,2763
2015-07-11,1992
2015-07-11,1450
2015-07-11,1182
2015-07-11,910
2015-07-12,764
2015-07-12,636
2015-07-12,376
2015-07-12,337
2015-07-12,231
2015-07-12,106
2015-07-12,156
2015-07-12,194
2015-07-12,412
2015-07-12,846
2015-07-12,1437
2015-07-12,1906
2015-07-12,2174
2015-07-12,2430
2015-07-12,2208
2015-07-12,2121
2015-07-12,2088
2015-07-12,738
2015-07-12,923
2015-07-12,770
2015-07-12,816
2015-07-12,562
2015-07-12,590
2015-07-12,419
2015-07-13,343
2015-07-13,183
2015-07-13,110
2015-07-13,53
2015-07-13,66
2015-07-13,130
2015-07-13,1364
2015-07-13,2696
2015-07-13,1335
2015-07-13,766
2015-07-13,834
2015-07-13,929
2015-07-13,1044
2015-07-13,1175
2015-07-13,1303
2015-07-13,1912
2015-07-13,3793
2015-07-13,3620
2015-07-13,2172
2015-07-13,1282
2015-07-13,792
2015-07-13,628
2015-07-13,390
2015-07-14,276
2015-07-14,157
2015-07-14,132
2015-07-14,73
2015-07-14,65
2015-07-14,132
2015-07-14,727
2015-07-14,2520
2015-07-14,4600
2015-07-14,2419
2015-07-14,1123
2015-07-14,1125
2015-07-14,1493
2015-07-14,1549
2015-07-14,1508
2015-07-14,1601
2015-07-14,2169
2015-07-14,4265
2015-07-14,4218
2015-07-14,1985
2015-07-14,1125
2015-07-14,915
2015-07-14,656
2015-07-14,515
2015-07-15,304
2015-07-15,206
2015-07-15,91
2015-07-15,67
2015-07-15,47
2015-07-15,122
2015-07-15,664
2015-07-15,1800
2015-07-15,3423
2015-07-15,2041
2015-07-15,1099
2015-07-15,1085
2015-07-15,1427
2015-07-15,1595
2015-07-15,1478
2015-07-15,1739
2015-07-15,2322
2015-07-15,4188
2015-07-15,4037
2015-07-15,2445
2015-07-15,1715
2015-07-15,1188
2015-07-15,861
2015-07-15,630
2015-07-16,374
2015-07-16,207
2015-07-16,149
2015-07-16,88
2015-07-16,91
2015-07-16,129
2015-07-16,774
2015-07-16,2445
2015-07-16,4686
2015-07-16,2567
2015-07-16,1295
2015-07-16,1277
2015-07-16,1704
2015-07-16,1651
2015-07-16,1603
2015-07-16,1870
2015-07-16,2429
2015-07-16,4319
2015-07-16,4375
2015-07-16,2654
2015-07-16,1800
2015-07-16,1127
2015-07-16,919
2015-07-16,773
2015-07-17,445
2015-07-17,265
2015-07-17,170
2015-07-17,101
2015-07-17,98
2015-07-17,154
2015-07-17,693
2015-07-17,2102
2015-07-17,4204
2015-07-17,2321
2015-07-17,1318
2015-07-17,1387
2015-07-17,1781
2015-07-17,1915
2015-07-17,1882
2015-07-17,2020
2015-07-17,2621
2015-07-17,4115
2015-07-17,3512
2015-07-17,2278
2015-07-17,1737
2015-07-17,1300
2015-07-17,1043
2015-07-17,1043
2015-07-18,840
2015-07-18,610
2015-07-18,469
2015-07-18,307
2015-07-18,210
2015-07-18,172
2015-07-18,173
2015-07-18,312
2015-07-18,643
2015-07-18,1216
2015-07-18,1807
2015-07-18,2402
2015-07-18,2989
2015-07-18,3200
2015-07-18,3423
2015-07-18,3471
2015-07-18,3491
2015-07-18,3378
2015-07-18,2974
2015-07-18,2395
2015-07-18,1476
2015-07-18,878
2015-07-18,775
2015-07-18,880
2015-07-19,855
2015-07-19,704
2015-07-19,503
2015-07-19,348
2015-07-19,247
2015-07-19,138
2015-07-19,114
2015-07-19,183
2015-07-19,416
2015-07-19,891
2015-07-19,1625
2015-07-19,2163
2015-07-19,2829
2015-07-19,2959
2015-07-19,3025
2015-07-19,3049
2015-07-19,3286
2015-07-19,3199
2015-07-19,2978
2015-07-19,2421
2015-07-19,1834
2015-07-19,1355
2015-07-19,934
2015-07-19,637
2015-07-20,387
2015-07-20,201
2015-07-20,143
2015-07-20,97
2015-07-20,66
2015-07-20,129
2015-07-20,716
2015-07-20,1834
2015-07-20,2418
2015-07-20,1921
2015-07-20,982
2015-07-20,982
2015-07-20,1412
2015-07-20,2269
2015-07-20,4223
2015-07-20,3880
2015-07-20,2134
2015-07-20,1406
2015-07-20,952
2015-07-20,589
2015-07-20,422
2015-07-21,265
2015-07-21,145
2015-07-21,86
2015-07-21,58
2015-07-21,48
2015-07-21,150
2015-07-21,819
2015-07-21,2455
2015-07-21,4618
2015-07-21,2572
2015-07-21,1345
2015-07-21,1359
2015-07-21,1714
2015-07-21,1741
2015-07-21,1629
2015-07-21,1816
2015-07-21,2577
2015-07-21,4666
2015-07-21,4753
2015-07-21,2841
2015-07-21,2000
2015-07-21,1458
